Textbox201,Textbox215,Textbox219,Textbox223,Textbox199,Textbox217,Textbox203,Textbox209,Textbox221
#Error,#Error,#Error,#Error,#Error,#Error,#Error,#Error,#Error

Department1,Responsible_Unit1,Operation_Number1,Operation__English_1,Operation_Type1,Modality1,Lending_Instrument1,Operation_Stage1,Team_Leader1,Clause_ID,Clause_Number,Contract_ID,SL_VW_CONTRACT_Operation_Number,UDR,Clause_Status__English_,Clause_Type__English_,B_Clause_Description,Clause_Submission_Date,Clause_Approved_Date,Clause_Original_Expiration_Date,Clause_Current_Expiration_Date,Days_Between_Approval_Date_and_Expiration_Date,Days_to_Expiration
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691236,3.05,5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Otras condiciones especiales para el desembolso y uso de los recursos del préstamo destinados únicamente a la Ruta Nacional 35,08-Jul-2024,08-Jul-2024,09-Jul-2024,09-Jul-2024,1,-713
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191172,4.01(a),5696,3071/OC-CR,CID/CCR,FULFILLED,Legal Report,Informe Jurídico,,06-Mar-2015,13-May-2015,13-May-2015,68,-4058
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191172,4.01(a),5698,3072/CH-CR,CID/CCR,FULFILLED,Legal Report,Informe Jurídico,,06-Mar-2015,13-May-2015,13-May-2015,68,-4058
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191169,4.01(b),5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Designación de Firmas Autorizadas,,16-Feb-2015,13-May-2015,13-May-2015,86,-4058
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191169,4.01(b),5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Designación de Firmas Autorizadas,,16-Feb-2015,13-May-2015,13-May-2015,86,-4058
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191170,4.01(c),5698,3072/CH-CR,CID/CCR,FULFILLED,Financial Prior Condition,Asignación de recursos del proyecto,20-Apr-2015,20-Apr-2015,13-May-2015,13-May-2015,23,-4058
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191170,4.01(c),5696,3071/OC-CR,CID/CCR,FULFILLED,Financial Prior Condition,Asignación de recursos del proyecto,20-Apr-2015,20-Apr-2015,13-May-2015,13-May-2015,23,-4058
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191171,4.01(d),5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Informe Inicial,30-Oct-2015,20-Nov-2015,13-May-2015,30-Oct-2015,-21,-3888
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191171,4.01(d),5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Informe Inicial,30-Oct-2015,20-Nov-2015,13-May-2015,30-Oct-2015,-21,-3888
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191168,4.01(e),5696,3071/OC-CR,CID/CCR,FULFILLED,Financial Prior Condition,Sistema de información financiera y estructura de control interno adecuados,13-May-2015,15-Oct-2015,13-May-2015,30-Oct-2015,15,-3888
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",191168,4.01(e),5698,3072/CH-CR,CID/CCR,FULFILLED,Financial Prior Condition,Sistema de información financiera y estructura de control interno adecuados,13-May-2015,15-Oct-2015,13-May-2015,30-Oct-2015,15,-3888
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",678938,4.01.a,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales,15-Mar-2024,30-Apr-2024,15-Mar-2024,15-Mar-2024,-46,-829
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",678937,4.01.a,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales,15-Aug-2023,31-Jan-2024,15-Sep-2023,15-Sep-2023,-138,-1011
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",678936,4.01.a,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales,15-Mar-2023,31-Jan-2024,15-Mar-2023,15-Mar-2023,-322,-1195
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",678940,4.01.a,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales,01-Mar-2025,02-Apr-2025,15-Mar-2025,15-Mar-2025,-18,-464
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",705321,4.02 (b),5698,3072/CH-CR,CID/CCR,TRACK,Sectorial,Informe Anual de Mantenimiento,,,31-Mar-2026,31-Mar-2026,,-83
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",705320,4.02 (b),5696,3071/OC-CR,CID/CCR,TRACK,Sectorial,Informe Anual de Mantenimiento,,,31-Mar-2026,31-Mar-2026,,-83
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",652623,4.06 c),5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Acuerdo entre el OE y el Puerto de Caldera para la fecha de finalización de obras,29-Nov-2019,03-Dec-2019,31-Dec-2019,31-Dec-2019,28,-2365
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",705322,4.07,5696,3071/OC-CR,CID/CCR,TRACK,Sectorial,Informe de Evaluación Ex-Post,,,13-Mar-2027,13-Mar-2027,,264
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",705323,4.07,5698,3072/CH-CR,CID/CCR,TRACK,Sectorial,Informe de Evaluación Ex-Post,,,13-Mar-2027,13-Mar-2027,,264
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",690056,5.03,5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados anuales,30-Apr-2025,27-May-2025,30-Apr-2025,30-Apr-2025,-27,-418
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",678941,5.03,5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados anuales,28-Apr-2023,28-Jun-2023,30-Apr-2023,30-Apr-2023,-59,-1149
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",678941,5.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados anuales,28-Apr-2023,28-Jun-2023,30-Apr-2023,30-Apr-2023,-59,-1149
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",690057,5.03,5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados anuales,30-Apr-2026,29-May-2026,30-Apr-2026,30-Apr-2026,-29,-53
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",690057,5.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados anuales,30-Apr-2026,29-May-2026,30-Apr-2026,30-Apr-2026,-29,-53
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",690056,5.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados anuales,30-Apr-2025,27-May-2025,30-Apr-2025,30-Apr-2025,-27,-418
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",678942,5.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados anuales,30-Apr-2024,03-May-2024,30-Apr-2024,30-Apr-2024,-3,-783
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",678942,5.03,5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados anuales,30-Apr-2024,03-May-2024,30-Apr-2024,30-Apr-2024,-3,-783
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257466,7.02 (c),5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,14-Feb-2017,21-Aug-2017,31-Dec-2016,31-Dec-2016,-233,-3460
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257462,7.02 (c),5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,31-Dec-2017,21-Sep-2018,31-Dec-2017,31-Dec-2017,-264,-3095
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663651,7.02 (c),5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Plan de Adquisiciones,29-Oct-2020,03-Mar-2021,31-Dec-2020,31-Dec-2020,-62,-1999
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663653,7.02 (c),5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Plan de Adquisiciones,29-Oct-2020,03-Mar-2021,31-Dec-2020,31-Dec-2020,-62,-1999
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663652,7.02 (c),5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Plan de Adquisiciones,01-Apr-2022,07-Apr-2022,31-Dec-2021,31-Dec-2021,-97,-1634
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257462,7.02 (c),5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,31-Dec-2017,21-Sep-2018,31-Dec-2017,31-Dec-2017,-264,-3095
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257468,7.02 (c),5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,26-Nov-2018,12-Mar-2019,31-Dec-2018,31-Dec-2018,-71,-2730
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257467,7.02 (c),5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,31-Dec-2017,21-Sep-2018,31-Dec-2017,31-Dec-2017,-264,-3095
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257466,7.02 (c),5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,14-Feb-2017,21-Aug-2017,31-Dec-2016,31-Dec-2016,-233,-3460
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663652,7.02 (c),5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Plan de Adquisiciones,01-Apr-2022,07-Apr-2022,31-Dec-2021,31-Dec-2021,-97,-1634
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257464,7.02 (c),5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,02-Dec-2019,03-Dec-2019,31-Dec-2019,31-Dec-2019,28,-2365
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257468,7.02 (c),5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,26-Nov-2018,12-Mar-2019,31-Dec-2018,31-Dec-2018,-71,-2730
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663651,7.02 (c),5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Plan de Adquisiciones,29-Oct-2020,03-Mar-2021,31-Dec-2020,31-Dec-2020,-62,-1999
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257464,7.02 (c),5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,02-Dec-2019,03-Dec-2019,31-Dec-2019,31-Dec-2019,28,-2365
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663653,7.02 (c),5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Plan de Adquisiciones,29-Oct-2020,03-Mar-2021,31-Dec-2020,31-Dec-2020,-62,-1999
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",257467,7.02 (c),5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Plan de Adquisiciones,31-Dec-2017,21-Sep-2018,31-Dec-2017,31-Dec-2017,-264,-3095
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221320,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,28-Aug-2018,28-Aug-2018,28-Aug-2018,28-Aug-2018,0,-2855
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221318,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,28-Aug-2017,01-Sep-2017,28-Aug-2017,28-Aug-2017,-4,-3220
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691922,8.03,5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales,15-Aug-2025,30-Sep-2025,31-Aug-2025,31-Aug-2025,-30,-295
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691927,8.03,5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Informe semestral,27-Jan-2026,14-Apr-2026,01-Mar-2026,01-Mar-2026,-44,-113
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691918,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales,29-Jul-2024,25-Oct-2024,31-Aug-2024,31-Aug-2024,-55,-660
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221316,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,31-Aug-2016,14-Sep-2016,31-Aug-2016,31-Aug-2016,-14,-3582
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691924,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe semestral,01-Mar-2025,02-Apr-2025,01-Mar-2025,01-Mar-2025,-32,-478
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691925,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe semestral,27-Jan-2026,14-Apr-2026,01-Mar-2026,01-Mar-2026,-44,-113
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221322,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,28-Aug-2019,29-Aug-2019,28-Aug-2019,28-Aug-2019,-1,-2490
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691926,8.03,5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Informe semestral,01-Mar-2025,02-Apr-2025,01-Mar-2025,01-Mar-2025,-32,-478
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221324,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,16-Jul-2020,12-Aug-2020,28-Aug-2020,28-Aug-2020,16,-2124
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221321,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,26-Feb-2019,12-Mar-2019,28-Feb-2019,28-Feb-2019,-12,-2671
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691921,8.03,5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales,15-Aug-2024,30-Sep-2025,31-Aug-2024,31-Aug-2024,-395,-660
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221323,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,02-Mar-2020,13-Mar-2020,28-Feb-2020,28-Feb-2020,-14,-2306
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221319,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,15-Feb-2018,16-Feb-2018,28-Feb-2018,28-Feb-2018,12,-3036
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691919,8.03,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informes Semestrales,29-Aug-2025,30-Sep-2025,31-Aug-2025,31-Aug-2025,-30,-295
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691923,8.03,5698,3072/CH-CR,CID/CCR,TRACK,Sectorial,Informes Semestrales,,,31-Aug-2026,31-Aug-2026,,70
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",691920,8.03,5696,3071/OC-CR,CID/CCR,TRACK,Sectorial,Informes Semestrales,,,31-Aug-2026,31-Aug-2026,,70
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663645,8.03 - S3 - S2,5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,23-Feb-2022,07-Apr-2022,31-Mar-2022,31-Mar-2022,-7,-1544
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663643,8.03 - S3 - S2,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,28-Jan-2021,03-Mar-2021,31-Mar-2021,31-Mar-2021,28,-1909
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663644,8.03 - S3 - S2,5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,24-Aug-2021,16-Nov-2021,30-Sep-2021,30-Sep-2021,-47,-1726
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663643,8.03 - S3 - S2,5698,3072/CH-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,28-Jan-2021,03-Mar-2021,31-Mar-2021,31-Mar-2021,28,-1909
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663645,8.03 - S3 - S2,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,23-Feb-2022,07-Apr-2022,31-Mar-2022,31-Mar-2022,-7,-1544
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",663644,8.03 - S3 - S2,5696,3071/OC-CR,CID/CCR,FULFILLED,Sectorial,Informe Semestral de Progreso,24-Aug-2021,16-Nov-2021,30-Sep-2021,30-Sep-2021,-47,-1726
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",656083,8.04,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,29-Apr-2022,06-Jun-2022,30-Apr-2022,30-Apr-2022,-37,-1514
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",656684,8.04,5696,3071/OC-CR,CID/CCR,TRACK,Financial,Estados Financieros Auditados Finales,,,12-Mar-2023,13-Mar-2027,,264
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",656684,8.04,5698,3072/CH-CR,CID/CCR,TRACK,Financial,Estados Financieros Auditados Finales,,,12-Mar-2023,13-Mar-2027,,264
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221338,8.04,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,12-Mar-2018,12-Mar-2018,30-Apr-2018,30-Apr-2018,49,-2975
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",656082,8.04,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,22-Apr-2021,22-Apr-2021,30-Apr-2021,30-Apr-2021,8,-1879
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221339,8.04,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,04-Mar-2019,12-Mar-2019,30-Apr-2019,30-Apr-2019,49,-2610
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",656082,8.04,5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,22-Apr-2021,22-Apr-2021,30-Apr-2021,30-Apr-2021,8,-1879
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",652409,8.04,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,08-Apr-2020,14-Apr-2020,30-Apr-2020,30-Apr-2020,16,-2244
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",656083,8.04,5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,29-Apr-2022,06-Jun-2022,30-Apr-2022,30-Apr-2022,-37,-1514
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",652409,8.04,5698,3072/CH-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,08-Apr-2020,14-Apr-2020,30-Apr-2020,30-Apr-2020,16,-2244
INE,INE/TSP,CR-L1032,Infrastructure Transport Program (PIT),LON,GOM,INV,DI,"ANSALDO, MARIANO PEDRO",221337,8.04,5696,3071/OC-CR,CID/CCR,FULFILLED,Financial,Estados Financieros Auditados,28-Apr-2017,28-Sep-2017,30-Apr-2017,30-Apr-2017,-151,-3340
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661291,2.04,31510,4864/OC-CR,CID/CCR,TRACK,Financial,Plazo para desembolsos,,,29-Sep-2025,29-Sep-2027,,464
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661297,3.01 (a),31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Manual Operativo del Programa (MANOP) Aprobado,26-Nov-2020,03-Dec-2020,29-Mar-2021,29-Mar-2021,116,-1911
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661298,3.01 (b),31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,"Comité de Administración y Supervisión “CAS” y Unidad Asesora “UA” con funciones, personal y recursos asignados",08-Dec-2020,09-Dec-2020,29-Mar-2021,29-Mar-2021,110,-1911
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661299,3.01 (c),31510,4864/OC-CR,CID/CCR,FULFILLED,Sectorial Prior Condition,Plan de Reasentamiento Involuntario (PRI) de la Ruta 1 y el Plan de Adquisición Predial y Atención a Afectados de la Ruta 2 completado y aprobado,09-Nov-2020,12-Nov-2020,29-Mar-2021,29-Mar-2021,137,-1911
INE,INE/TSP,CR-L1139,Road Infrastructure Program and promotion of Public-Private Partnerships (PPP),LON,ESP,INV,DI,"ANSALDO, MARIANO PEDRO",661300,4.01 (a),31510,4864/OC-CR,CID/CCR,FULFILLED,Legal Report,"Informe Jurídico fundado que establezcan, con señalamientos a disposiciones constitucionales, legales y reglamentarias, que las obligaciones contraídas por el Prestatario son válidas y exigibles.",02-Dec-2020,11-Dec-2020,29-Mar-2021,29-Mar-2021,108,-1911
